Age,Bodymass,Height,Education,Martial_Status,Occupation,Race,Sex,Hours_per_week,Country,Target
71,52.44,167.29, Masters, Married-civ-spouse, Farming-fishing, White, Male,70.0, United-States, <=50K.
31,80.53,138.01, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, <=50K.
37,90.36,173.38, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40.0, Columbia, <=50K.
90,90.11,188.57, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, >50K.
49,63.7,182.59, Bachelors, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
46,104.37,189.14, Masters, Married-civ-spouse, Adm-clerical, White, Male,40.0,, <=50K.
53,110.8,180.55, 7th-8th, Never-married, Other-service, White, Male,40.0, United-States, <=50K.
17,111.95,152.8, 12th, Never-married, Other-service, White, Male,32.0, United-States, <=50K.
43,52.56,163.88, 1st-4th, Married-civ-spouse, Farming-fishing, White, Male,70.0, Mexico, <=50K.
35,102.04,186.88, HS-grad, Married-spouse-absent, Other-service, White, Female,40.0, United-States, <=50K.
25,105.23,174.64, HS-grad, Never-married, Sales, White, Female,40.0, Mexico, <=50K.
35,104.92,180.59, Assoc-acdm, Never-married, Machine-op-inspct, White, Female,44.0, United-States, >50K.
58,91.29,185.88, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
88,61.66,172.85, Bachelors, Never-married, Exec-managerial, White, Male,50.0,, <=50K.
51,98.43,158.8, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, >50K.
31,73.76,138.29, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
40,75.82,190.19, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, >50K.
38,53.23,183.05, Some-college, Never-married, Adm-clerical, Other, Male,40.0, India, <=50K.
44,54.74,166.52, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, White, Male,42.0, United-States, <=50K.
43,73.63,175.56, 1st-4th, Never-married, Adm-clerical, White, Female,30.0, Dominican-Republic, <=50K.
31,88.8,144.93, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,70.0, United-States, >50K.
21,67.95,168.07, Some-college, Never-married, Adm-clerical, White, Female,18.0, United-States, <=50K.
25,53.25,182.31, Bachelors, Never-married, Adm-clerical, Black, Female,40.0, United-States, <=50K.
52,108.49,147.02, Some-college, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
53,84.7,135.57, HS-grad, Married-civ-spouse, Protective-serv, Black, Male,40.0, United-States, >50K.
18,51.84,185.21, Some-college, Never-married, Handlers-cleaners, Black, Male,20.0, United-States, <=50K.
41,110.42,179.49, HS-grad, Never-married, Other-service, White, Male,40.0, United-States, <=50K.
26,47.5,182.91, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
29,113.22,175.75, HS-grad, Separated, Other-service, White, Female,25.0, United-States, <=50K.
37,78.65,171.34, HS-grad, Never-married, Farming-fishing, White, Male,45.0, United-States, <=50K.
24,111.92,146.26, Some-college, Never-married, Machine-op-inspct, Black, Female,45.0, United-States, <=50K.
32,45.61,152.04, Some-college, Divorced, Adm-clerical, Black, Female,41.0, United-States, <=50K.
35,58.24,157.97, HS-grad, Married-civ-spouse, Adm-clerical, White, Male,40.0, United-States, <=50K.
23,103.53,190.68, 10th, Never-married, Sales, White, Female,40.0, United-States, <=50K.
38,111.22,189.21, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, >50K.
27,82.88,183.98, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,50.0, United-States, <=50K.
46,66.94,158.23, Some-college, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, >50K.
22,50.66,165.51, Some-college, Never-married, Handlers-cleaners, Black, Male,35.0, United-States, <=50K.
38,50.23,153.73, Some-college, Married-civ-spouse, Exec-managerial, White, Male,80.0, United-States, >50K.
27,67.92,155.27, Assoc-voc, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
45,105.36,147.06, Bachelors, Never-married, Adm-clerical, White, Male,45.0, United-States, <=50K.
32,61.58,143.28, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45.0, United-States, >50K.
38,59.95,144.92, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
21,47.06,144.7, HS-grad, Never-married, Sales, White, Male,40.0, United-States, <=50K.
33,83.96,164.45, HS-grad, Married-civ-spouse, Other-service, White, Male,50.0, United-States, <=50K.
27,83.61,134.88, HS-grad, Never-married, Sales, White, Female,45.0, Mexico, <=50K.
19,98.77,171.13, Some-college, Never-married, Adm-clerical, White, Female,20.0, United-States, <=50K.
20,100.81,137.87, HS-grad, Never-married, Craft-repair, White, Male,10.0, United-States, <=50K.
37,110.61,163.16, HS-grad, Married-civ-spouse, Transport-moving, White, Male,75.0, United-States, <=50K.
18,63.63,163.31, 11th, Never-married, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
72,70.17,189.66, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,35.0, United-States, <=50K.
31,53.36,158.26, Masters, Never-married, Exec-managerial, White, Female,40.0, United-States, <=50K.
33,100.0,142.11, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
47,77.72,181.02, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
46,92.23,144.01, Some-college, Divorced, Machine-op-inspct, Black, Female,40.0, United-States, <=50K.
42,85.42,152.39, Bachelors, Married-civ-spouse,, Black, Male,8.0, United-States, <=50K.
22,73.9,146.0, HS-grad, Never-married, Sales, White, Female,36.0, United-States, <=50K.
53,86.73,167.46, Masters, Married-civ-spouse, Sales, White, Male,40.0, United-States, <=50K.
59,59.22,143.01, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male,40.0, United-States, <=50K.
36,82.03,138.12, Assoc-voc, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
34,89.85,191.52, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
61,66.42,160.17, 12th, Divorced, Protective-serv, White, Male,37.0, Cuba, <=50K.
40,107.53,174.98, HS-grad, Separated, Adm-clerical, Black, Female,40.0, United-States, <=50K.
35,98.08,133.73, Assoc-acdm, Married-civ-spouse, Sales, White, Male,45.0, United-States, >50K.
41,84.75,136.01, HS-grad, Married-civ-spouse, Other-service, White, Female,40.0, United-States, <=50K.
23,55.71,150.69, Bachelors, Never-married, Prof-specialty, White, Female,30.0, United-States, <=50K.
41,86.66,133.94, Some-college, Married-civ-spouse, Craft-repair, White, Male,60.0, United-States, >50K.
26,70.04,136.54, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
27,75.69,141.75, Some-college, Never-married, Machine-op-inspct, Black, Male,40.0, United-States, <=50K.
41,52.45,184.82, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55.0, United-States, >50K.
43,57.51,147.32, Bachelors, Divorced, Prof-specialty, Black, Female,60.0, United-States, <=50K.
38,89.42,183.32, Prof-school, Never-married, Sales, White, Female,45.0, United-States, <=50K.
47,46.84,179.62, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,72.0, United-States, <=50K.
23,68.59,176.71, Bachelors, Never-married, Sales, White, Female,30.0, United-States, <=50K.
35,52.75,167.68, Bachelors, Never-married, Prof-specialty, White, Female,20.0, United-States, <=50K.
42,91.61,180.87, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male,70.0, United-States, <=50K.
24,78.2,177.23, HS-grad, Never-married, Exec-managerial, White, Female,50.0, United-States, <=50K.
58,102.52,179.15, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
22,112.21,136.94, HS-grad, Married-civ-spouse, Transport-moving, Other, Male,40.0, Dominican-Republic, <=50K.
38,59.29,173.65, HS-grad, Married-civ-spouse, Transport-moving, White, Male,50.0, United-States, <=50K.
41,92.09,143.06, 12th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
46,47.36,152.84, HS-grad, Divorced, Other-service, White, Male,40.0, United-States, <=50K.
22,102.07,141.6, Bachelors, Never-married, Other-service, White, Female,20.0, United-States, <=50K.
17,65.95,164.13, HS-grad, Never-married, Sales, Black, Female,16.0, United-States, <=50K.
31,62.43,183.79, HS-grad, Divorced, Other-service, White, Male,30.0, United-States, <=50K.
73,60.67,138.49, 10th, Never-married,, White, Male,12.0, United-States, <=50K.
27,68.71,190.99, Bachelors, Never-married, Prof-specialty, White, Male,50.0, United-States, <=50K.
57,75.4,161.87, Some-college, Widowed, Exec-managerial, White, Male,60.0, United-States, <=50K.
54,54.01,138.3, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,70.0, United-States, <=50K.
40,111.32,186.61, HS-grad, Never-married, Priv-house-serv, Black, Female,40.0, Honduras, <=50K.
23,85.14,138.54, Assoc-voc, Never-married, Farming-fishing, White, Male,40.0, United-States, <=50K.
36,64.71,152.4, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, >50K.
54,90.81,172.29, Assoc-acdm, Divorced, Adm-clerical, White, Male,39.0, United-States, <=50K.
32,60.88,164.88, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,60.0, United-States, >50K.
44,76.96,145.28, Some-college, Married-civ-spouse, Sales, White, Male,25.0, United-States, <=50K.
36,102.63,172.94, 11th, Never-married,, Black, Male,40.0, United-States, <=50K.
30,111.43,173.27, Some-college, Never-married,, White, Female,36.0, United-States, <=50K.
39,83.96,135.57, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,54.0, United-States, <=50K.
36,51.53,163.26, Some-college, Divorced, Sales, Black, Female,38.0, United-States, <=50K.
65,68.55,170.22, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male,20.0,, >50K.
43,81.76,152.17, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
36,105.02,140.04, HS-grad, Married-civ-spouse, Craft-repair, White, Male,30.0, United-States, <=50K.
40,82.21,178.17, HS-grad, Married-civ-spouse, Adm-clerical, Amer-Indian-Eskimo, Female,40.0, United-States, <=50K.
23,77.27,136.0, Some-college, Never-married, Other-service, White, Female,55.0, United-States, <=50K.
67,112.41,187.35, HS-grad, Widowed, Other-service, White, Female,15.0, United-States, <=50K.
48,106.93,169.93, Masters, Married-civ-spouse, Prof-specialty, White, Male,50.0, United-States, >50K.
59,71.94,172.45, HS-grad, Married-civ-spouse, Transport-moving, White, Male,35.0, United-States, >50K.
74,107.65,167.85, 5th-6th, Widowed,, Black, Male,32.0, United-States, <=50K.
36,72.2,140.46, HS-grad, Never-married, Adm-clerical, Black, Female,40.0, United-States, <=50K.
19,100.47,145.59, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
24,70.64,156.48, HS-grad, Never-married, Prof-specialty, Black, Female,40.0, United-States, <=50K.
41,65.96,190.56, HS-grad, Divorced, Other-service, White, Female,40.0, United-States, <=50K.
43,50.82,139.02, 10th, Married-civ-spouse, Other-service, White, Male,40.0, United-States, <=50K.
27,56.9,147.79, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
48,101.45,156.73, HS-grad, Married-civ-spouse, Transport-moving, Black, Male,99.0, United-States, <=50K.
18,103.82,138.9, 10th, Never-married,, Black, Male,40.0, United-States, <=50K.
23,46.0,165.95, Assoc-voc, Never-married, Craft-repair, White, Male,45.0, United-States, <=50K.
56,55.14,162.41, HS-grad, Divorced, Transport-moving, White, Male,50.0, United-States, >50K.
22,67.96,182.4, HS-grad, Never-married, Other-service, White, Female,40.0, United-States, <=50K.
61,70.88,186.03, HS-grad, Divorced, Sales, White, Female,38.0, United-States, <=50K.
22,85.03,155.36, HS-grad, Never-married, Sales, White, Female,35.0, United-States, <=50K.
48,90.52,133.26, Masters, Married-civ-spouse, Craft-repair, White, Male,54.0, United-States, >50K.
61,90.07,143.6, 11th, Widowed,, Black, Female,9.0, United-States, <=50K.
30,74.95,166.48, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40.0, Taiwan, <=50K.
72,100.68,185.6, Some-college, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, <=50K.
31,100.89,176.85, Some-college, Married-civ-spouse, Protective-serv, White, Male,50.0, United-States, <=50K.
71,65.04,192.55, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,35.0, United-States, <=50K.
49,85.95,177.33, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, >50K.
49,112.51,148.58, HS-grad, Married-civ-spouse, Sales, White, Male,45.0, United-States, >50K.
41,57.83,185.15, Some-college, Divorced, Transport-moving, White, Male,45.0, United-States, <=50K.
29,58.27,186.74, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
19,106.58,159.44, Some-college, Never-married, Adm-clerical, White, Female,26.0, United-States, <=50K.
30,91.61,192.38, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
40,109.22,190.37, Some-college, Divorced, Machine-op-inspct, Black, Male,40.0, United-States, <=50K.
51,55.72,169.77, Masters, Married-civ-spouse, Exec-managerial, White, Male,50.0, United-States, >50K.
45,101.09,174.35, HS-grad, Never-married,, White, Male,2.0, United-States, <=50K.
22,103.91,158.12, HS-grad, Never-married, Handlers-cleaners, White, Male,45.0, United-States, <=50K.
49,50.94,164.3, 10th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
17,84.11,162.68, 10th, Never-married, Other-service, White, Female,10.0, United-States, <=50K.
46,80.8,190.46, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male,45.0, United-States, <=50K.
55,80.0,158.34, HS-grad, Married-civ-spouse, Sales, White, Male,44.0, United-States, <=50K.
28,84.23,175.55, Assoc-voc, Never-married, Sales, White, Male,40.0, United-States, <=50K.
39,54.4,189.27, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
36,104.99,140.96, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
36,90.62,173.83, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
23,105.63,182.27, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
38,68.46,153.43, HS-grad, Never-married, Protective-serv, Black, Male,40.0, United-States, <=50K.
75,57.83,170.85, 10th, Widowed, Tech-support, White, Female,32.0, United-States, <=50K.
53,57.94,165.97, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,45.0,, >50K.
39,56.81,189.02, HS-grad, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
19,62.29,175.12, Some-college, Never-married, Other-service, White, Female,10.0, United-States, <=50K.
39,113.62,167.62, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,60.0, United-States, <=50K.
23,92.16,167.94, HS-grad, Married-civ-spouse,, White, Male,40.0, United-States, <=50K.
31,113.8,182.5, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female,40.0, United-States, >50K.
60,65.53,156.62, HS-grad, Widowed, Sales, White, Female,38.0, United-States, <=50K.
30,99.45,143.28, 11th, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
23,53.09,177.91, 11th, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
42,103.23,168.01, Some-college, Separated, Adm-clerical, White, Female,40.0, Cuba, <=50K.
55,113.74,151.5, Some-college, Divorced, Transport-moving, White, Male,40.0, United-States, <=50K.
77,54.63,158.16, 9th, Widowed, Other-service, White, Female,40.0, England, <=50K.
64,78.89,174.7, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40.0, Greece, <=50K.
35,102.44,132.75, Some-college, Married-civ-spouse, Sales, White, Male,50.0, United-States, <=50K.
19,66.34,190.7, HS-grad, Never-married, Other-service, Black, Male,25.0, United-States, <=50K.
17,97.04,185.67, 12th, Never-married,, Black, Male,30.0, United-States, <=50K.
45,48.4,170.19, Some-college, Divorced, Tech-support, White, Female,40.0, United-States, <=50K.
38,95.07,172.96, Masters, Married-civ-spouse, Tech-support, White, Male,20.0, United-States, <=50K.
59,109.99,142.3, Assoc-voc, Divorced, Adm-clerical, White, Female,40.0, United-States, <=50K.
21,72.37,183.26, HS-grad, Never-married, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
45,102.74,184.93, HS-grad, Married-civ-spouse, Craft-repair, White, Male,30.0, United-States, <=50K.
23,67.29,162.75, 10th, Married-civ-spouse, Other-service, White, Male,30.0, Mexico, <=50K.
37,97.36,177.82, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,60.0, United-States, <=50K.
29,72.89,175.13, Assoc-acdm, Never-married, Sales, White, Female,32.0, United-States, <=50K.
29,94.05,160.82, 11th, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
19,59.9,134.95, HS-grad, Never-married,, Black, Female,20.0, United-States, <=50K.
19,86.24,180.19, HS-grad, Never-married,, White, Male,40.0, United-States, <=50K.
27,97.6,188.19, HS-grad, Never-married, Adm-clerical, White, Female,35.0, Italy, <=50K.
44,84.17,156.77, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, <=50K.
50,111.41,153.65, Masters, Separated, Exec-managerial, Asian-Pac-Islander, Male,45.0, China, <=50K.
53,66.1,166.63, Masters, Married-civ-spouse, Exec-managerial, White, Male,40.0, United-States, <=50K.
41,51.72,148.65, Bachelors, Divorced, Prof-specialty, White, Male,45.0, United-States, >50K.
23,95.8,137.66, HS-grad, Never-married, Other-service, White, Female,45.0, United-States, <=50K.
24,95.57,141.56, Masters, Never-married, Prof-specialty, White, Female,40.0, United-States, <=50K.
31,85.19,157.79, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0, United-States, >50K.
37,106.49,178.43, Prof-school, Never-married, Prof-specialty, Asian-Pac-Islander, Female,55.0, United-States, >50K.
57,93.72,187.5, 10th, Widowed, Transport-moving, White, Male,40.0, United-States, <=50K.
25,60.58,189.99, Bachelors, Never-married, Adm-clerical, White, Female,60.0, United-States, <=50K.
50,51.09,191.27, Some-college, Divorced, Exec-managerial, White, Female,40.0, United-States, <=50K.
47,79.67,170.41, 11th, Married-civ-spouse, Other-service, White, Male,50.0, United-States, <=50K.
23,58.98,157.96, Bachelors, Never-married, Prof-specialty, White, Female,40.0, United-States, <=50K.
30,95.5,149.81, Masters, Never-married, Prof-specialty, White, Female,40.0, United-States, <=50K.
18,76.1,172.24, Some-college, Never-married, Handlers-cleaners, White, Male,30.0, United-States, <=50K.
48,50.15,157.19, 11th, Divorced, Adm-clerical, White, Male,40.0, United-States, <=50K.
34,84.88,134.66, Masters, Never-married, Other-service, Black, Female,28.0, United-States, <=50K.
44,80.04,142.27, Some-college, Married-civ-spouse, Sales, Black, Male,50.0, United-States, >50K.
40,109.27,139.98, Some-college, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
35,77.7,174.9, HS-grad, Never-married, Craft-repair, White, Female,48.0, United-States, <=50K.
37,88.45,190.53, Some-college, Never-married, Handlers-cleaners, White, Male,40.0, United-States, <=50K.
34,75.24,147.79, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,39.0, United-States, <=50K.
33,114.81,189.36, HS-grad, Married-civ-spouse, Sales, White, Male,70.0, United-States, >50K.
36,48.23,192.24, HS-grad, Divorced, Transport-moving, White, Male,45.0, United-States, <=50K.
29,68.42,157.29, HS-grad, Never-married,, White, Male,32.0, United-States, <=50K.
37,96.98,157.71, Assoc-acdm, Married-civ-spouse,, White, Male,32.0, United-States, <=50K.
53,113.37,176.64, 9th, Never-married, Priv-house-serv, White, Female,9.0, United-States, <=50K.
48,94.98,167.66, Some-college, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, <=50K.
36,114.21,144.83, Some-college, Married-civ-spouse, Sales, White, Male,48.0, United-States, <=50K.
21,95.67,137.46, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female,37.0, United-States, <=50K.
38,83.81,179.88, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40.0, United-States, >50K.
55,59.98,152.56, 10th, Married-spouse-absent, Craft-repair, White, Male,50.0, United-States, <=50K.
29,101.68,134.72, Some-college, Never-married, Tech-support, White, Female,40.0, Nicaragua, <=50K.
59,93.65,192.54, Some-college, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,40.0, Philippines, <=50K.
42,78.99,161.97, Some-college, Married-civ-spouse, Craft-repair, White, Male,45.0, United-States, <=50K.
22,92.01,184.96, Some-college, Never-married, Sales, White, Male,40.0, United-States, <=50K.
31,58.56,167.01, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,55.0, United-States, >50K.
41,97.12,159.3, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40.0, United-States, >50K.
45,58.87,174.28, HS-grad, Divorced, Other-service, White, Female,40.0, United-States, <=50K.
31,85.88,166.13, HS-grad, Divorced, Adm-clerical, White, Male,40.0, United-States, <=50K.
53,72.41,144.89, HS-grad, Divorced, Other-service, Black, Female,20.0, United-States, <=50K.
47,59.74,174.72, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,45.0, United-States, >50K.
27,83.28,168.01, 10th, Married-civ-spouse, Handlers-cleaners, White, Male,20.0, United-States, <=50K.
49,112.1,175.47, HS-grad, Separated, Sales, White, Female,40.0, United-States, <=50K.
34,84.03,133.09, HS-grad, Married-civ-spouse, Transport-moving, White, Male,65.0, United-States, <=50K.
34,107.11,136.78, Assoc-voc, Never-married, Other-service, White, Male,40.0, United-States, <=50K.
50,69.96,184.52, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male,40.0, United-States, >50K.
37,105.36,176.29, Some-college, Married-civ-spouse, Transport-moving, White, Male,45.0, United-States, >50K.
27,70.09,156.33, Masters, Never-married, Prof-specialty, White, Female,45.0, United-States, <=50K.
31,113.21,169.25, Masters, Never-married, Sales, White, Female,40.0, United-States, >50K.
24,79.62,138.37, HS-grad, Married-civ-spouse, Craft-repair, White, Male,50.0, United-States, <=50K.
28,105.19,153.18, Prof-school, Never-married, Prof-specialty, White, Male,80.0, United-States, <=50K.
27,99.1,136.44, Some-college, Never-married, Adm-clerical, Black, Female,40.0, Germany, <=50K.
41,47.79,181.96, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, >50K.
28,50.75,142.95, HS-grad, Never-married, Handlers-cleaners, Black, Female,40.0, Dominican-Republic, <=50K.
26,51.3,163.56, HS-grad, Never-married, Craft-repair, White, Male,40.0, United-States, <=50K.
17,111.08,154.61, 12th, Never-married,, White, Female,8.0, United-States, <=50K.
17,80.58,134.46, 11th, Never-married, Sales, White, Female,14.0, United-States, <=50K.
70,45.88,132.48, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,50.0, United-States, <=50K.
57,101.42,145.83, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40.0,, >50K.
64,84.01,186.78, 1st-4th, Married-civ-spouse, Transport-moving, White, Male,40.0, United-States, <=50K.
38,57.73,190.35, HS-grad, Never-married, Farming-fishing, White, Male,50.0, United-States, <=50K.
23,95.11,146.16, Bachelors, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
18,105.58,154.28, 12th, Never-married,, White, Male,30.0, United-States, <=50K.
47,57.69,170.54, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,50.0, United-States, >50K.
54,69.4,154.98, Some-college, Married-civ-spouse, Exec-managerial, White, Male,44.0, United-States, <=50K.
42,97.62,177.0, Assoc-acdm, Divorced, Protective-serv, Asian-Pac-Islander, Male,48.0, United-States, >50K.
23,48.94,135.69, Some-college, Never-married, Sales, White, Female,40.0, United-States, <=50K.
28,62.94,161.49, HS-grad, Never-married, Transport-moving, White, Male,40.0, United-States, <=50K.
40,60.73,147.55, 5th-6th, Married-civ-spouse, Other-service, White, Male,30.0, Mexico, <=50K.
32,51.42,169.02, HS-grad, Married-civ-spouse, Craft-repair, White, Male,55.0, United-States, <=50K.
35,101.04,184.09, HS-grad, Married-civ-spouse, Transport-moving, White, Male,65.0, United-States, >50K.
17,63.42,192.06, 11th, Never-married, Sales, White, Female,15.0, United-States, <=50K.
37,94.97,154.19, Some-college, Married-civ-spouse,, White, Male,40.0, United-States, <=50K.
23,48.07,132.38, Some-college, Never-married, Sales, White, Male,40.0, United-States, <=50K.
47,52.63,154.72, HS-grad, Never-married,, White, Male,12.0, United-States, <=50K.
29,69.31,170.7, HS-grad, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,75.0, Thailand, <=50K.
33,70.58,145.38, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40.0, United-States, <=50K.
46,106.9,153.57, Masters, Married-civ-spouse, Sales, White, Male,40.0, United-States, >50K.
24,48.54,145.08, Bachelors, Married-civ-spouse, Sales, White, Male,35.0, United-States, <=50K.
44,90.84,144.76, Some-college, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, <=50K.
33,95.98,190.15, HS-grad, Divorced,, Black, Female,40.0, United-States, <=50K.
68,107.41,190.95, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,24.0, United-States, <=50K.
34,100.7,182.77, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,40.0, United-States, <=50K.
19,105.7,140.34, HS-grad, Married-spouse-absent, Other-service, White, Female,35.0, United-States, <=50K.
27,115.33,140.67, Some-college, Married-civ-spouse, Tech-support, White, Male,65.0, United-States, <=50K.
25,113.55,150.16, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40.0, United-States, <=50K.
62,63.09,137.06, Some-college, Married-civ-spouse, Craft-repair, White, Male,90.0, United-States, <=50K.
31,73.49,175.73, Bachelors, Never-married, Prof-specialty, Asian-Pac-Islander, Female,25.0,, <=50K.
32,83.23,186.09, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
31,63.97,148.55, HS-grad, Never-married, Other-service, White, Female,40.0, United-States, <=50K.
27,70.48,159.64, Some-college, Never-married, Other-service, White, Male,25.0, United-States, <=50K.
36,91.2,133.92, Bachelors, Never-married, Prof-specialty, White, Female,25.0, United-States, <=50K.
50,97.41,190.08, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,30.0, United-States, <=50K.
31,60.06,134.96, HS-grad, Never-married, Machine-op-inspct, White, Male,50.0, United-States, <=50K.
42,68.4,166.27, HS-grad, Never-married, Other-service, Black, Male,40.0, United-States, <=50K.
27,82.18,144.88, Some-college, Never-married, Prof-specialty, White, Male,40.0, United-States, <=50K.
22,92.45,168.47, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male,20.0, China, <=50K.
46,58.45,187.65, HS-grad, Divorced, Sales, White, Female,40.0, United-States, <=50K.
25,70.2,173.41, Some-college, Never-married, Adm-clerical, White, Female,40.0, United-States, <=50K.
37,94.99,172.26, Some-college, Divorced, Sales, White, Male,40.0, United-States, <=50K.
58,108.69,173.76, Some-college, Married-civ-spouse, Sales, White, Male,50.0, United-States, >50K.
17,110.07,156.68, 11th, Never-married, Handlers-cleaners, White, Male,20.0, United-States, <=50K.
35,104.32,138.62, Some-college, Never-married, Prof-specialty, White, Male,35.0, United-States, <=50K.
46,49.34,187.44, Some-college, Divorced, Tech-support, Amer-Indian-Eskimo, Male,40.0, United-States, >50K.
35,74.39,148.29, Bachelors, Married-civ-spouse,, White, Male,50.0, United-States, <=50K.
36,91.98,164.52, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40.0, United-States, >50K.
22,75.73,138.93, Bachelors, Never-married, Exec-managerial, White, Male,40.0, United-States, <=50K.
21,93.56,160.03, HS-grad, Divorced, Sales, White, Female,48.0, United-States, <=50K.
